storm_name,tract_geoid,distance_km,max_wind_experienced_kt,duration_in_envelope_hours,lead_time_cat1_hours,lead_time_cat2_hours,lead_time_cat3_hours,lead_time_cat4_hours
IDA,22051025002,61.430318909610456,81.65807258716326,3.5,54.0,24.0,18.0,18.0
IDA,22051025102,59.44786827157809,83.57217462990187,3.75,54.0,24.0,18.0,18.0
IDA,22051025103,60.6556335766108,82.87635688751811,3.75,54.0,24.0,18.0,18.0
IDA,22071006000,56.54996487741607,83.54509767694586,4.0,54.0,24.0,18.0,18.0
IDA,22071006300,56.2756842381966,83.49070573579269,4.25,54.0,24.0,18.0,18.0
IDA,22071006500,54.91584990066464,84.07938903545485,4.25,54.0,24.0,18.0,18.0
IDA,22071005603,55.16732251925298,83.3128427732432,4.25,54.0,24.0,18.0,18.0
IDA,22071005604,55.91788417579711,82.89510384725031,4.25,54.0,24.0,18.0,18.0
IDA,22051025900,58.14883767785721,83.48463365976168,4.0,54.0,24.0,18.0,18.0
IDA,22071013302,61.679482422675726,78.62408135257589,3.5,54.0,24.0,18.0,18.0
IDA,22071008400,56.51187258248139,84.0878559391596,4.25,54.0,24.0,18.0,18.0
IDA,22071013000,52.03207782183528,86.40793150961947,4.25,54.0,24.0,18.0,18.0
IDA,22051025104,60.18885999719058,83.39645025020465,3.75,54.0,24.0,18.0,18.0
IDA,22033004504,26.414638093054855,69.74033723045689,5.25,60.0,30.0,24.0,24.0
IDA,22051025201,60.579189919840815,82.05902712286522,3.5,54.0,24.0,18.0,18.0
IDA,22051025202,60.29731923517652,82.57234477593327,3.75,54.0,24.0,18.0,18.0
IDA,22051025300,59.43401664773193,82.94541654469386,3.75,54.0,24.0,18.0,18.0
IDA,22051025400,58.72571265805158,83.71956813738464,4.0,54.0,24.0,18.0,18.0
IDA,22051025600,58.47967365795484,83.43499049271432,4.0,54.0,24.0,18.0,18.0
IDA,22051025700,59.85986080328357,82.33542578501793,3.75,54.0,24.0,18.0,18.0
IDA,22051026000,56.383510242953385,84.83213302364052,4.25,54.0,24.0,18.0,18.0
IDA,22051026100,57.11761088861916,84.69154300378527,4.0,54.0,24.0,18.0,18.0
IDA,22051026200,56.02637217197511,85.63310826273303,4.0,54.0,24.0,18.0,18.0
IDA,22033003400,38.390254904159065,65.0,3.25,60.0,30.0,24.0,24.0
IDA,22051026300,55.02821963186844,85.96692619640673,4.25,54.0,24.0,18.0,18.0
IDA,22093040600,10.991056084590031,98.72897972774186,7.0,54.0,24.0,18.0,18.0
IDA,22093040300,9.532101858257432,94.73743446023887,7.0,54.0,24.0,18.0,18.0
IDA,22093040100,2.676094655249305,92.70810749785603,7.0,54.0,24.0,18.0,18.0
IDA,22071006900,55.90251515153703,84.06589202129763,4.25,54.0,24.0,18.0,18.0
IDA,22071007000,55.06887942412984,84.3869014521565,4.25,54.0,24.0,18.0,18.0
IDA,22093040500,26.12689166269387,96.26195328891684,5.75,54.0,24.0,18.0,18.0
IDA,22093040700,9.585872682629862,102.1511440029534,7.0,54.0,24.0,18.0,18.0
IDA,22093040400,16.77605224288739,92.36132193801625,6.75,54.0,24.0,18.0,18.0
IDA,22093040200,6.450877195837272,95.46718191838166,7.25,54.0,24.0,18.0,18.0
IDA,22051026400,54.3001808437286,86.64481343469205,4.25,54.0,24.0,18.0,18.0
IDA,22051026500,53.598093152429904,87.04128852342212,4.5,54.0,24.0,18.0,18.0
IDA,22051026600,53.99406380998279,86.43840152585348,4.25,54.0,24.0,18.0,18.0
IDA,22051026700,52.70338097465272,87.55748540653695,4.5,54.0,24.0,18.0,18.0
