storm_id,storm_name,year,tract_geoid
AL092021,IDA,2021,22057021700
AL092021,IDA,2021,22057020202
AL092021,IDA,2021,22057020900
AL092021,IDA,2021,22057021100
AL092021,IDA,2021,22057021300
AL092021,IDA,2021,22057021601
AL092021,IDA,2021,22057020100
AL092021,IDA,2021,22057020400
AL092021,IDA,2021,22071000617
AL092021,IDA,2021,22075990000
AL092021,IDA,2021,22051021804
AL092021,IDA,2021,22051020515
AL092021,IDA,2021,22051024202
AL092021,IDA,2021,22057020704
AL092021,IDA,2021,22057021902
AL092021,IDA,2021,22057021901
AL092021,IDA,2021,22057990000
AL092021,IDA,2021,22057022000
AL092021,IDA,2021,22075050800
AL092021,IDA,2021,22075050200
AL092021,IDA,2021,22075050400
AL092021,IDA,2021,22075050600
AL092021,IDA,2021,22071980100
AL092021,IDA,2021,22071001751
AL092021,IDA,2021,22071990000
AL092021,IDA,2021,22071001744
AL092021,IDA,2021,22075050300
AL092021,IDA,2021,22075050500
AL092021,IDA,2021,22075050700
AL092021,IDA,2021,22103040201
AL092021,IDA,2021,22103040602
AL092021,IDA,2021,22103040303
AL092021,IDA,2021,22105954001
AL092021,IDA,2021,22071004600
AL092021,IDA,2021,22071000616
AL092021,IDA,2021,22071000618
AL092021,IDA,2021,22071014000
AL092021,IDA,2021,22103040601
AL092021,IDA,2021,22051027502
AL092021,IDA,2021,22051027601
AL092021,IDA,2021,22051027602
AL092021,IDA,2021,22051027703
AL092021,IDA,2021,22051027803
AL092021,IDA,2021,22095070900
AL092021,IDA,2021,22095071000
AL092021,IDA,2021,22105954002
AL092021,IDA,2021,22105954502
AL092021,IDA,2021,22071007101
AL092021,IDA,2021,22071013500
AL092021,IDA,2021,22051027804
AL092021,IDA,2021,22051027805
AL092021,IDA,2021,22051027806
AL092021,IDA,2021,22071001746
AL092021,IDA,2021,22051027807
AL092021,IDA,2021,22051027809
AL092021,IDA,2021,22071001743
AL092021,IDA,2021,22071000615
AL092021,IDA,2021,22051027811
AL092021,IDA,2021,22051027812
AL092021,IDA,2021,22071001749
AL092021,IDA,2021,22071014500
AL092021,IDA,2021,22103040400
AL092021,IDA,2021,22103041300
AL092021,IDA,2021,22103040304
AL092021,IDA,2021,22051022900
AL092021,IDA,2021,22051027810
AL092021,IDA,2021,22051020505
AL092021,IDA,2021,22051025500
AL092021,IDA,2021,22051022002
AL092021,IDA,2021,22051025800
AL092021,IDA,2021,22051020302
AL092021,IDA,2021,22051021200
AL092021,IDA,2021,22051023003
AL092021,IDA,2021,22051024500
AL092021,IDA,2021,22051020101
AL092021,IDA,2021,22051020102
AL092021,IDA,2021,22051020202
AL092021,IDA,2021,22051020511
AL092021,IDA,2021,22051021400
AL092021,IDA,2021,22051022303
AL092021,IDA,2021,22051024300
AL092021,IDA,2021,22051025003
AL092021,IDA,2021,22051020201
AL092021,IDA,2021,22051020203
AL092021,IDA,2021,22051020301
AL092021,IDA,2021,22051020303
AL092021,IDA,2021,22051020400
AL092021,IDA,2021,22051020502
AL092021,IDA,2021,22051020506
AL092021,IDA,2021,22051020507
AL092021,IDA,2021,22051020508
AL092021,IDA,2021,22051020512
AL092021,IDA,2021,22063040902
AL092021,IDA,2021,22063040802
AL092021,IDA,2021,22063040100
AL092021,IDA,2021,22051021801
AL092021,IDA,2021,22051020513
AL092021,IDA,2021,22051020514
AL092021,IDA,2021,22051020600
AL092021,IDA,2021,22051020700
AL092021,IDA,2021,22051021000
AL092021,IDA,2021,22051021100
AL092021,IDA,2021,22051021300
AL092021,IDA,2021,22051021500
AL092021,IDA,2021,22051021600
AL092021,IDA,2021,22051021700
AL092021,IDA,2021,22051021900
AL092021,IDA,2021,22051022001
AL092021,IDA,2021,22051022101
AL092021,IDA,2021,22051022102
AL092021,IDA,2021,22051022400
AL092021,IDA,2021,22051022200
AL092021,IDA,2021,22051022301
AL092021,IDA,2021,22051022302
AL092021,IDA,2021,22051023300
AL092021,IDA,2021,22051022500
AL092021,IDA,2021,22051022600
AL092021,IDA,2021,22051022700
AL092021,IDA,2021,22051022800
AL092021,IDA,2021,22051023001
AL092021,IDA,2021,22051023002
AL092021,IDA,2021,22051023100
AL092021,IDA,2021,22051023200
AL092021,IDA,2021,22051023400
AL092021,IDA,2021,22051023902
AL092021,IDA,2021,22051023500
AL092021,IDA,2021,22051023600
AL092021,IDA,2021,22051023700
AL092021,IDA,2021,22051023800
AL092021,IDA,2021,22051023901
AL092021,IDA,2021,22051023903
AL092021,IDA,2021,22051023904
AL092021,IDA,2021,22071000300
AL092021,IDA,2021,22051024001
AL092021,IDA,2021,22051024002
AL092021,IDA,2021,22051024100
AL092021,IDA,2021,22071000604
AL092021,IDA,2021,22071009600
AL092021,IDA,2021,22071004401
AL092021,IDA,2021,22071000200
AL092021,IDA,2021,22071000400
AL092021,IDA,2021,22051025001
AL092021,IDA,2021,22071000601
AL092021,IDA,2021,22071000603
AL092021,IDA,2021,22051024400
AL092021,IDA,2021,22051024600
AL092021,IDA,2021,22051024700
AL092021,IDA,2021,22051024800
AL092021,IDA,2021,22051024900
AL092021,IDA,2021,22071005602
AL092021,IDA,2021,22051025002
AL092021,IDA,2021,22051025102
AL092021,IDA,2021,22051025103
AL092021,IDA,2021,22071006000
AL092021,IDA,2021,22071006300
AL092021,IDA,2021,22071006500
AL092021,IDA,2021,22071005603
AL092021,IDA,2021,22071005604
AL092021,IDA,2021,22051025900
AL092021,IDA,2021,22071013302
AL092021,IDA,2021,22071008400
AL092021,IDA,2021,22071013000
AL092021,IDA,2021,22051025104
AL092021,IDA,2021,22051025201
AL092021,IDA,2021,22051025202
AL092021,IDA,2021,22051025300
AL092021,IDA,2021,22051025400
AL092021,IDA,2021,22051025600
AL092021,IDA,2021,22051025700
AL092021,IDA,2021,22051026000
AL092021,IDA,2021,22051026100
AL092021,IDA,2021,22051026200
AL092021,IDA,2021,22051026300
AL092021,IDA,2021,22093040600
AL092021,IDA,2021,22093040300
AL092021,IDA,2021,22093040100
AL092021,IDA,2021,22071006900
AL092021,IDA,2021,22071007000
AL092021,IDA,2021,22093040500
AL092021,IDA,2021,22093040700
AL092021,IDA,2021,22093040400
AL092021,IDA,2021,22093040200
AL092021,IDA,2021,22051026400
AL092021,IDA,2021,22051026500
AL092021,IDA,2021,22051026600
AL092021,IDA,2021,22051026700
AL092021,IDA,2021,22051026800
AL092021,IDA,2021,22051026900
AL092021,IDA,2021,22051027000
AL092021,IDA,2021,22051027100
AL092021,IDA,2021,22051027200
AL092021,IDA,2021,22051027501
AL092021,IDA,2021,22071000605
AL092021,IDA,2021,22071000606
AL092021,IDA,2021,22071000607
AL092021,IDA,2021,22071000611
AL092021,IDA,2021,22071000612
AL092021,IDA,2021,22071000613
AL092021,IDA,2021,22071007200
AL092021,IDA,2021,22071007501
AL092021,IDA,2021,22071007502
AL092021,IDA,2021,22071007604
AL092021,IDA,2021,22071007605
AL092021,IDA,2021,22071000702
AL092021,IDA,2021,22071000901
AL092021,IDA,2021,22071000902
AL092021,IDA,2021,22071000903
AL092021,IDA,2021,22051021803
AL092021,IDA,2021,22063040901
AL092021,IDA,2021,22087030601
AL092021,IDA,2021,22087030602
AL092021,IDA,2021,22087030603
AL092021,IDA,2021,22051020517
AL092021,IDA,2021,22051980000
AL092021,IDA,2021,22105954501
AL092021,IDA,2021,22087030203
AL092021,IDA,2021,22087030206
AL092021,IDA,2021,22087030207
AL092021,IDA,2021,22087030209
AL092021,IDA,2021,22087030300
AL092021,IDA,2021,22087030400
AL092021,IDA,2021,22071001720
AL092021,IDA,2021,22071001723
AL092021,IDA,2021,22071001724
AL092021,IDA,2021,22071001725
AL092021,IDA,2021,22071001730
AL092021,IDA,2021,22087030700
AL092021,IDA,2021,22071007700
AL092021,IDA,2021,22087030800
AL092021,IDA,2021,22087030500
AL092021,IDA,2021,22087030103
AL092021,IDA,2021,22087030204
AL092021,IDA,2021,22087030104
AL092021,IDA,2021,22087030208
AL092021,IDA,2021,22071008200
AL092021,IDA,2021,22071008500
AL092021,IDA,2021,22071008800
AL092021,IDA,2021,22071001735
AL092021,IDA,2021,22071001736
AL092021,IDA,2021,22071001739
AL092021,IDA,2021,22071001740
AL092021,IDA,2021,22071001741
AL092021,IDA,2021,22071002000
AL092021,IDA,2021,22071002200
AL092021,IDA,2021,22071002300
AL092021,IDA,2021,22071002401
AL092021,IDA,2021,22071002503
AL092021,IDA,2021,22071002402
AL092021,IDA,2021,22071002501
AL092021,IDA,2021,22071002502
AL092021,IDA,2021,22071003303
AL092021,IDA,2021,22071002504
AL092021,IDA,2021,22071002900
AL092021,IDA,2021,22071002600
AL092021,IDA,2021,22071002700
AL092021,IDA,2021,22071002800
AL092021,IDA,2021,22071003000
AL092021,IDA,2021,22071003301
AL092021,IDA,2021,22071003302
AL092021,IDA,2021,22071009400
AL092021,IDA,2021,22071009000
AL092021,IDA,2021,22071009100
AL092021,IDA,2021,22071009200
AL092021,IDA,2021,22071009700
AL092021,IDA,2021,22071009900
AL092021,IDA,2021,22005030103
AL092021,IDA,2021,22005030500
AL092021,IDA,2021,22071010900
AL092021,IDA,2021,22071003304
AL092021,IDA,2021,22071003307
AL092021,IDA,2021,22071003308
AL092021,IDA,2021,22071003400
AL092021,IDA,2021,22071010300
AL092021,IDA,2021,22071010700
AL092021,IDA,2021,22071011100
AL092021,IDA,2021,22071011200
AL092021,IDA,2021,22071010200
AL092021,IDA,2021,22071011500
AL092021,IDA,2021,22071010000
AL092021,IDA,2021,22071010100
AL092021,IDA,2021,22071011600
AL092021,IDA,2021,22071011700
AL092021,IDA,2021,22071006400
AL092021,IDA,2021,22071011900
AL092021,IDA,2021,22071012000
AL092021,IDA,2021,22071012101
AL092021,IDA,2021,22071012102
AL092021,IDA,2021,22071003500
AL092021,IDA,2021,22071003701
AL092021,IDA,2021,22071003702
AL092021,IDA,2021,22071003800
AL092021,IDA,2021,22071003900
AL092021,IDA,2021,22071004000
AL092021,IDA,2021,22071004100
AL092021,IDA,2021,22071004500
AL092021,IDA,2021,22071001737
AL092021,IDA,2021,22071000701
AL092021,IDA,2021,22071001301
AL092021,IDA,2021,22071012200
AL092021,IDA,2021,22071010600
AL092021,IDA,2021,22071004900
AL092021,IDA,2021,22071005400
AL092021,IDA,2021,22071005500
AL092021,IDA,2021,22071005601
AL092021,IDA,2021,22071012600
AL092021,IDA,2021,22071012300
AL092021,IDA,2021,22071012400
AL092021,IDA,2021,22071012500
AL092021,IDA,2021,22071012800
AL092021,IDA,2021,22071012900
AL092021,IDA,2021,22071013100
AL092021,IDA,2021,22071013200
AL092021,IDA,2021,22071013301
AL092021,IDA,2021,22091951100
AL092021,IDA,2021,22091951200
AL092021,IDA,2021,22051027901
AL092021,IDA,2021,22051028100
AL092021,IDA,2021,22105954200
AL092021,IDA,2021,22105954400
AL092021,IDA,2021,22051990100
AL092021,IDA,2021,22071007606
AL092021,IDA,2021,22057020500
AL092021,IDA,2021,22057020600
AL092021,IDA,2021,22057021500
AL092021,IDA,2021,22071980000
AL092021,IDA,2021,22071001200
AL092021,IDA,2021,22071012700
AL092021,IDA,2021,22071004800
AL092021,IDA,2021,22071002100
AL092021,IDA,2021,22071003100
AL092021,IDA,2021,22071001722
AL092021,IDA,2021,22095070400
AL092021,IDA,2021,22095070100
AL092021,IDA,2021,22095070200
AL092021,IDA,2021,22095071100
AL092021,IDA,2021,22095070800
AL092021,IDA,2021,22095070300
AL092021,IDA,2021,22095070700
AL092021,IDA,2021,22095070500
AL092021,IDA,2021,22071004402
AL092021,IDA,2021,22071001800
AL092021,IDA,2021,22071001900
AL092021,IDA,2021,22071007800
AL092021,IDA,2021,22071008300
AL092021,IDA,2021,22071010800
AL092021,IDA,2021,22051027902
AL092021,IDA,2021,22051028000
AL092021,IDA,2021,22103990000
AL092021,IDA,2021,22103041208
AL092021,IDA,2021,22103041209
AL092021,IDA,2021,22103041211
AL092021,IDA,2021,22103041207
AL092021,IDA,2021,22103040305
AL092021,IDA,2021,22071005000
AL092021,IDA,2021,22071000100
AL092021,IDA,2021,22071000602
AL092021,IDA,2021,28029950600
AL092021,IDA,2021,28029950300
AL092021,IDA,2021,28005950300
AL092021,IDA,2021,28005950100
AL092021,IDA,2021,28113950300
AL092021,IDA,2021,28113950700
AL092021,IDA,2021,28113950102
AL092021,IDA,2021,28037950100
AL092021,IDA,2021,28085950600
AL092021,IDA,2021,28085950400
AL092021,IDA,2021,28085950200
AL092021,IDA,2021,28113950400
AL092021,IDA,2021,28113950200
AL092021,IDA,2021,28113950500
